scene_id,prompt,video_A_url,video_B_url
83,"""The library features rows of tall bookshelves along the two opposing walls. A central reading area is set up with plush armchairs and coffee tables""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/library_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/library_0.mp4
84,"""The library features rows of bookshelves placed in a U-shape along the walls. In the center, there are several reading tables with chairs. There is a reception desk in the front""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/library_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/library_1.mp4
85,"""The library includes a central reading area with a long table and several chairs, and tall floor lamps placed around it. Along the walls, there are tall bookshelves filled with books. A reception desk is placed near the entrance.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/library_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/library_2.mp4
86,"""A modern living room features a long sectional couch with a coffee table in front. On its front wall, a large TV is mounted above a media console, and a decorative rug covers the floor.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/living_room_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/living_room_0.mp4
87,"""The living room centers around a plush sofa facing a fireplace. Flanking the fireplace are two tall bookcases filled with decor, and a soft area rug ties the space together.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/living_room_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/living_room_1.mp4
88,"""In a living room, comfortable three-seater sofa is placed along the wall, accompanied by a round coffee table in front. On one side of the sofa, a tall bookshelf holds decor and books, while the other side has a floor lamp for reading.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/living_room_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/living_room_2.mp4
89,"""The lobby has a minimalist design, with a row of sleek leather chairs arranged along one wall. A digital information board is mounted on the opposite wall, displaying schedules and announcements. Small end tables are placed in front of each chair with some magazines.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/lobby_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/lobby_1.mp4
90,"""The lobby is designed for a hotel, with a concierge desk to one side and luggage storage racks to the other. A row of small sofas lines the back wall, and a central table holds fresh flowers.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/lobby_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/lobby_2.mp4
91,"""The locker room features a row of metal lockers along one wall, with a wooden bench placed in front of them. On the opposite wall, there is a mirror above a sink and a hand dryer mounted nearby.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/locker_room_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/locker_room_0.mp4
92,"""The room consists of two rows of metal lockers facing each other, separated by a wide bench in the middle. On one end of the room, there is a sink area with wall-mounted soap dispensers and a large mirror.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/locker_room_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/locker_room_1.mp4
93,"""The scene consists of a locker room with steel lockers arranged in a U-shape. A set of shoe racks is placed near the entrance, and a small table holds bottles of sanitizer and towels.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/locker_room_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/locker_room_2.mp4
94,"""The meeting room features a large rectangular table in the center surrounded by eight ergonomic chairs. On one wall, a large whiteboard is available for presentations, while a credenza along the back holds a coffee station.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/meeting_room_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/meeting_room_0.mp4
95,"""A sleek meeting room scene features a long glass table flanked by modern high-back chairs. One wall is adorned with a digital display board, while a potted plant adds a touch of greenery to the corner.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/meeting_room_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/meeting_room_1.mp4
96,"""A boardroom scene features a large mahogany table surrounded by ten leather chairs. At the head of the table, a podium is set up with a microphone, a sideboard with decor items on it is placed in the back.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/meeting_room_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/meeting_room_2.mp4
97,"""The museum hall features a central exhibit showcasing a large dragon on a raised platform. Spotlights from the ceiling illuminate the artifact, and benches are positioned along the walls for visitors.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/museum_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/museum_0.mp4
98,"""The museum includes an art gallery room with paintings arranged along the walls in ornate frames. A long bench sits in the middle of the room, allowing visitors to admire the artwork, while soft lighting highlights each piece.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/museum_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/museum_1.mp4
99,"""The war museum has a central exhibit featuring a tank on a raised platform. Next to the tank, several seats are arranged for visitors to watch a documentary. """,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/museum_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/museum_2.mp4
100,"""The studio features an electric guitar leaning on a stand next to a small amplifier. Opposite this setup is a cozy seating area with a small couch and a coffee table holding music magazines.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/music_studio_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/music_studio_0.mp4
101,"""The center of the music studio is anchored by a large workstation desk with a dual-monitor setup. Surrounding the desk are racks of amplifiers and audio interfaces, along with a swivel chair.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/music_studio_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/music_studio_1.mp4
102,"""The nursery features a crib placed against one wall with a floor lamp next to it. On the opposite side, there is a rocking chair with a small side table holding a baby bottle and a lamp.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/nursery_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/nursery_0.mp4
103,"""The nursery is anchored by a crib in the center of the room, flanked by a small dresser on one side and a laundry basket on the other. Above the crib, a string of fairy lights adds a warm glow.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/nursery_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/nursery_1.mp4
104,"""A small nursery contains a toddler bed against one wall with a rug featuring colorful shapes in the middle of the room. Along one side, a toy chest sits next to a small bookshelf. Several stuffed animals are scattered on the rug.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/nursery_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/nursery_2.mp4
105,"""The office features a large wooden desk with a leather chair, facing a window with a view. A bookshelf lines one wall, filled with books and decor items, and a potted plant sits on the desk.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/office_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/office_0.mp4
106,"""The office includes a sleek glass desk with a modern office chair, positioned against one wall. A large whiteboard is mounted on the opposite wall, and a floor lamp provides additional lighting.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/office_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/office_1.mp4
107,"""The office features a private workspace with a corner desk and a cushioned chair. A floor lamp provides additional lighting, and a small side table holds a phone and a notepad.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/office_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/office_2.mp4
108,"""The operating room features a large surgical table in the center, surrounded by medical equipment and monitors. A table is placed in the corner with a monitor on top. There is also an x-ray machine in the room""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/operating_room_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/operating_room_0.mp4
109,"""The operating room includes a large surgical table in the center, with a row of overhead lights above it. Along one wall, there is a cabinet with medical supplies, and a computer terminal is placed in the corner on a desk.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/operating_room_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/operating_room_1.mp4
110,"""The operating room features a large surgical table in the center, surrounded by medical equipment and monitors. There are three seats placed along the left for the medical staff.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/operating_room_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/operating_room_2.mp4
111,"""A compact pantry includes metal wire racks along both walls. In the center, a rolling cart holds supplies. A vending machine is placed near the entrance for quick snacks.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/pantry_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/pantry_0.mp4
112,"""The pantry features tall cabinets with pull-out drawers, each filled with dry goods and snacks. A ladder is placed nearby for easy access. In the center, a coffee table holds a coffee maker and mugs with two seats around it.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/pantry_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/pantry_1.mp4
113,"""The pantry has a sleek and modern design, with pull-out shelves. On one wall, a pegboard is mounted with hooks for hanging kitchen utensils. Additionally, the pantry has a refrigerator unit, a microwave and a sink.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/pantry_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/pantry_2.mp4
114,"""The prison cell features a narrow bed with a thin mattress and a small pillow. A metal toilet and sink are attached to one wall, and a small window allows minimal light to enter the room.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/prison_cell_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/prison_cell_0.mp4
115,"""The prison cell includes a cot placed along one wall with a small, bolted desk and stool on the opposite side. A small, window lets in minimal light.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/prison_cell_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/prison_cell_1.mp4
116,"""The prison cell has a single bed positioned against one wall with a shelf along the adjacent wall. Across from the bed is a metal sink and toilet unit. The cell also features a narrow, window.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/prison_cell_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/prison_cell_2.mp4
117,"""The restaurant scene includes four rectangular tables with four chairs each placed in the center. Towards the back is a reception desk. The walls are adorned with framed artwork.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/resturant_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/resturant_0.mp4
118,"""The restaurant features a row of booths along one wall, with round tables and chairs in the center. A small bar area is set up along the right wall. The scene is illuminated by pendant lights hanging from the ceiling.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/resturant_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/resturant_1.mp4
119,"""The shoe shop features a long wall of tiered shelves displaying a variety of footwear, with seating benches placed at intervals for customers to try on shoes. A central checkout counter is positioned at the entrance.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/shoe_shop_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/shoe_shop_0.mp4
120,"""The shop includes tall storage units placed in a L-shape arrangement along the back and side walls. One of the walls has a row of mirrors for customers to view themselves wearing the shoes. A small seating area is placed in the center.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/shoe_shop_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/shoe_shop_1.mp4
121,"""A luxury shoe store has three display tables in the center of the room, with a variety of shoes on top. Along the back are several shelves, and a reception desk is placed opposite to the shelves. A small seating arrangement is placed on the right side with some couches and coffee tables.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/shoe_shop_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/shoe_shop_2.mp4
122,"""The toy store features a central display table showcasing the latest action figures and plush toys, surrounded by tall shelving units along walls on either side. A checkout counter is placed at the entrance.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/toy_store_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/toy_store_0.mp4
123,"""The toy store features three central display tables with a variety of toys. Along the left, there are several shelves. A reception desk is placed opposite to the shelves with floor lamps on either side.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/toy_store_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/toy_store_1.mp4
124,"""The toy store features a play area with a rug and several toys placed on it. Along the walls, there are shelves. A few seats are placed along the right wall for parents to sit.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/toy_store_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/toy_store_2.mp4
125,"""The TV studio features a central anchor desk with three swivel chairs placed behind it. Opposite the desk, there is a seating area with two armchairs and a coffee table.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/tv_studio_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/tv_studio_0.mp4
126,"""The studio contains a long rectangular desk with sleek chairs on one side, facing the camera. Behind the desk, a lit panel displays the studio logo.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/tv_studio_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/tv_studio_1.mp4
127,"""The TV studio includes a news desk with multiple monitors displaying live feeds. A camera on a tripod is positioned in front of the desk, and a green screen is set up for weather forecasts.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/tv_studio_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/tv_studio_2.mp4
128,"""The video store features several shelves arranged in a grid pattern in the center with more arranged along the two adjacent walls. Along the front, there is a checkout counter. Along the left wall are a few sofas with round tables placed in front and TVs placed on top of each table.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/video_store_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/video_store_0.mp4
129,"""The video store includes a central island with a variety of DVDs and Blu-rays on display. Along the walls, there are tall shelves with additional movies. A checkout counter is placed near the entrance.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/video_store_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/video_store_1.mp4
130,"""The video store features a row of shelves placed in a U-shape arrangement along the back and side walls. In the center, more shelves are placed. A checkout counter is placed near the front with some armchairs next to it. """,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/video_store_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/video_store_2.mp4
131,"""The waiting room features a row of three cushioned chairs along one wall, with a small coffee table in front holding magazines and a potted plant. A water cooler is placed in one corner.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/waiting_room_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/waiting_room_0.mp4
132,"""The waiting room features four comfortable chairs arranged in a semi-circle, facing a wall-mounted TV. A small side table is placed between each chair, holding coasters and hand sanitizers.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/waiting_room_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/waiting_room_1.mp4
133,"""The waiting room features a row of cushioned chairs placed against one wall, with a coffee table in the center holding magazines and a small vase of flowers. A painting hangs on the opposite wall, adding a touch of warmth to the space.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/waiting_room_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/waiting_room_2.mp4
134,"""The warehouse features rows of tall metal shelves. Two forklifts are parked in the center, and a small workstation with a computer is set up by the entrance.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/warehouse_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/warehouse_0.mp4
135,"""The warehouse features a receiving area with goods being unloaded from a truck parked at the dock. Nearby, a row of carts are arranged neatly for use.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/warehouse_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/warehouse_1.mp4
136,"""The warehouse includes a packing station with a conveyor belt for sorting packages. A row of shelves holds shipping supplies, and a computer terminal is set up for tracking inventory.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/warehouse_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/warehouse_2.mp4
137,"""The wine cellar features a long wooden rack spanning one wall, filled with neatly arranged wine bottles. A tasting table with two stools is placed in the center of the room, illuminated by a hanging pendant light.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/wine_cellar_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/wine_cellar_0.mp4
138,"""The wine cellar has a stone archway entrance leading to a room filled with wine racks and barrels. A small table with a decanter and glasses is set up for wine tasting, and a cozy seating area is placed in one corner.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/wine_cellar_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/wine_cellar_1.mp4
139,"""The wine cellar includes wine racks along the walls, with a central tasting table and a set of high stools. A small bar cart is placed in one corner, stocked with additional bottles and glasses.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/wine_cellar_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/wine_cellar_2.mp4
